"","Name","Birth.name.other.names","DOB","DOD","Official.fb.page..twitter.handle..website.and.other.online.profiles","Professions","Top.picks..will.be.better.if.we.used.an.algo...like.most.rated.movies.","Awards.and.recognitions","NA.","Brief.description","Image..source.","Known.For","NA..1","NA..2","NA..3","NA..4","NA..5","NA..6","NA..7","NA..8","NA..9","NA..10","NA..11","NA..12","NA..13","NA..14","NA..15","NA..16","NA..17","NA..18","NA..19","NA..20","NA..21","NA..22","NA..23","NA..24","NA..25","NA..26","NA..27","NA..28","NA..29","NA..30","NA..31","NA..32","NA..33","NA..34","NA..35","NA..36","NA..37","NA..38","NA..39","NA..40","NA..41","NA..42","NA..43","NA..44","NA..45","NA..46","NA..47","NA..48","NA..49","NA..50","NA..51","NA..52","NA..53","NA..54","NA..55","NA..56","NA..57","NA..58","NA..59","NA..60","NA..61","NA..62","NA..63","NA..64","NA..65","NA..66","NA..67","NA..68","NA..69","NA..70","NA..71","NA..72","NA..73","NA..74","NA..75","NA..76","NA..77","NA..78","NA..79","NA..80","NA..81","NA..82"
"113","Manoj K. Jayan",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Manoj Kadampoothramadam Jayan (born 15 March 1966) is an Indian actor popularly knows as Manoj K Jayan who mainly acts in Malayalam, Tamil, and Telugu films. Manoj won three Kerala State Second Best Actor awards, respectively for his portrayals of Hariharan's 'Kuttan Thampuran' in Sargam (1992), 'Thalakkal Chandu' in Pazhassi Raja (2009) and 'Kunjiraman' in Farook Abdul Rahiman's Kaliyachan.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"114","Mayilsamy",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Mayilsamy (Tamil: மயில்சாமி) (born 5 June 1965) is a Tamil comedian actor who prominently plays supporting roles. Appearing in many Tamil films, he is also a regular guest judge on Asathapovathu Yaaru on Sun TV in Chennai. He is most probably best known for his performances in Tamil films such as Dhool, Gilli, Kangalal Kaidhu Sei, Devathayai Kanden, Rendu and Thiruvilaiyaadal Aarambam.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"115","Michael Thangadurai",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Michael Thangadurai (born 23 August 1983) is an Indian actor and dancer. He made his acting debut in Kana Kaanum Kaalangal. Since then he has been in many dance reality shows, including Season 3 of Star Vijay's Jodi Number One, which he won.During the shoot of Vijay TV's Dance Reality show, Jodi Number One, small-screen actress Hemalatha was left without a partner. Michael, who had gone on a world tour prior to Kana Kaanum Kaalangal, was approached by the channel to be Hema's partner. They ended up winning the title of Vijay T.V's Jodi No. 1 Season 3. Following this, he was a part of another reality Dance show, Boys vs. Girls (season 1 & 2). In both seasons, he won the award of 'Most Stylish Dancer.'Michael is also one of the eight judges on Vijay's T.V.'s latest dance reality show, Jodi No.1 Junior.He also appeared in the film Kanimozhi, which stars Chennai 600028 fame Jai and Vijay Vasanth.On September 2011, He married the Boys vs Girls contestant, Vandana.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"116","Milind Soman",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Milind Soman (born 4 November 1965) is an Indian model, actor, and film producer.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"117","Mithun Tejaswi",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"118","Mohan",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"119","Mohanlal",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Mohanlal Viswanathan Nair (born 21 May 1960), known as Mohanlal, is an Indian film actor and producer best known for his work in Malayalam films.Mohanlal made his acting debut in Thiranottam (1978) but the film was unreleased then due to censorship issues, it got released later, after 25 years, in five theaters. He followed that by a role as the antagonist in his first release Manjil Virinja Pookkal (1980) at the age of 20. Mohanlal has also acted in a few Tamil and Bollywood films. Of these, his notable roles were in Iruvar, directed by Mani Ratnam, and Company, directed by Ram Gopal Varma. As well as being an actor and producer, Mohanlal also owns businesses involved in film distribution, restaurants and packaged spices.He was elected as most popular Keralite in a 2006 online poll conducted by CNN-IBN on the occasion of the 50th anniversary of Kerala's formation. In 2001, the Government of India honoured him with the Padma Shri, India's fourth highest civilian honour, for his contributions to Indian cinema. He has won four Indian National Film Awards — two Best Actor Awards, one Special Jury Award for acting, and one Award for Best Film as producer along with six Kerala State Film Awards for Best Actor. In 2009, he became the first actor to be given the honorary rank of Lieutenant Colonel in the Territorial Army of India and in 2010 received an honorary doctorate from Sree Sankaracharya University of Sanskrit, Kerala. and received an honorary black belt from World Taekwondo Federation in 2013.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"120","Mouli",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"121","Mukesh Tiwari",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Mukesh Tiwari is an Indian actor who has appeared in Hindi, Tamil and Telugu language films as a character role. He belongs to Sagar, Madhya Pradesh. His first appearance was as bandit ""Jagira"" in China Gate in 1998. Since then he has acted in several Ajay Devgan films: police officer in Gangaajal, jailor in The Legend of Bhagat Singh, Apaharan (as the SP of Salampur), Golmaal, Golmaal Returns, Golmaal 3 (as Vasooli), in All the Best: Fun Begins (as Chautala), LOC Kargil, Zameen. He acted the role of South Indian star Kamal Haasan in the movie Jigyaasa and One Two Three. He appeared in early episodes of Taarak Mehta Ka Ooltah Chashmah as a police inspector.He has most recently appeared in the successful Tamil films Pokkiri and Kanthaswamy in villanous roles. He has appeared in over 50 films. Most recently, he was seen as one of Marcos' henchmen in No Problem. While this film did not fare well critically, it was funny and liked by the audiences.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"122","Murali",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"123","Muthuraman1",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"124","Naga Chaitanya",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Naga Chaitanya is an Indian film actor who stars in Telugu films. Chaitanya debuted in the 2009 film Josh, directed by newcomer Vasu Varma and produced by Dil Raju. Prior to the release of his first film, he signed his second film with Indira Productions, which was to be directed by Gautham Menon. Ye Maaya Chesave released in February 2010 with comparisons drawn to his father's romantic film, Geethanjali.His next movie was Sukumar's 100% Love which was followed by Dhada and Bejawada. Chaitanya also appeared in the movie Autonagar Surya. In 2013, he appeared in Thadaka.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"125","Nani",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Luís Carlos Almeida da Cunha (born 17 November 1986), commonly known as Nani (Portuguese pronunciation: [naˈni]) is a Portuguese footballer who plays as a winger for English club Manchester United and the Portugal national team. Although predominantly right-footed, he has been utilised on the left wing on many occasions.Nani was born in Cape Verde and emigrated to Europe with his family at an early age. He was raised in Portugal and began his football career playing for local side Real Massamá. At the age of nine, he began training with Sporting Clube de Portugal and S.L. Benfica on alternate days, eventually joining Sporting's youth squad after they offered him pre-season training. In 2005, he made his professional debut with the club and won the Portuguese Cup during his second season with them. Nani was named the SJPF Young Player of the Month for May 2007 and his performances with Sporting culminated into a move to English club side Manchester United in July 2007 for a fee of €25 million.Nani won the Community Shield on his competitive debut at Manchester United and has since added a number of trophies, which included the Premier League and Champions League during his debut season at the club. He has established himself as first-choice winger at United and has won a further Premier League title, the Football League Cup, one FIFA Club World Cup, and three Community Shield titles. Individually, Nani has been included in the Professional Footballers' Association (PFA) Premier League Team of the Year on one occasion and was a nominee for the PFA Young Player of the Year in 2011.Nani is also a Portugal international. Prior to playing at senior level, he played at under-21 level. He made his senior international debut in September 2006 in a friendly match against Denmark and scored his first international goal during the 4–2 defeat in Copenhagen. Nani has represented his country at two major tournaments, the 2008 and 2012 European Championships. Since his debut, he has made 72 appearances and scored 14 goals for Portugal.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"126","Nagarjuna",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Nāgārjuna (Devanagari: नागार्जुन, Telugu: నాగార్జునుడు, Tibetan: ཀླུ་སྒྲུབ་ klu sgrub, Chinese: 龍樹, Japanese: 龍樹 Ryūju, Sinhala නාගර්ජුන) (ca. 150–250 CE) is widely considered one of the most important Buddhist philosophers after the historical Buddha. Along with his disciple Āryadeva, he is considered to be the founder of the Madhyamaka school of Mahāyāna Buddhism. Nāgārjuna is also credited with developing the philosophy of the Prajñāpāramitā Sūtras and, in some sources, with having revealed these scriptures in the world, having recovered them from the nāgas (snake-people). Furthermore, he is traditionally supposed to have written several treatises on rasayana alchemy as well as serving a term as the head of Nālandā University.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"127","Nagendra Prasad",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Nagendra Prasad is a Kollywood cine artiste who acts and choreographs for films. He is the youngest son of dance master Mugur Sundar, and younger brother to popular cine artistes Prabhu Deva and Raju Sundaram. He was most noted for his appearance in the song ""Humma Humma"" from the film Bombay. He has also acted in the 2001 super hit Kannada movie Chitra opposite Rekha Vedavyas aka Akshara. He also acted in the Kannada movie Manasalla Neene which was directed by his father ace choreographer Mugur Sundaram and which was the remake of the super hit Telugu movie Manasantha Nuvve starring Uday Kiran and Reema Sen.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"128","Nagesh1",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"129","Nakul",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"130","Nana Patekar",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Vishwanath ""Nana"" Patekar (born 1 January 1951) is an Indian actor, writer and filmmaker.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"131","Nandha",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Nandha (Tamil: நந்தா) is a 2001 Indian Tamil drama film written and directed by Bala, starring Suriya and Laila in the leading roles, while Rajkiran, Saravanan and Rajshree play other supporting roles. The film also marked the debut of comedian Karunas, whilst its music was scored by Yuvan Shankar Raja and cinematography handled by R. Rathnavelu. The film released on 14 November 2001 and received critical acclaim & was a Commercial success.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"132","Napolean",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"133","Narain",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"134","Nassar",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Nassar (also spelled Nasser, Naasar or Nazar) is an Indian actor, producer, writer, director, lyricist. He appears predominantly in Tamil cinema as well as Telugu cinema. He is the founder of Adavu Centre for Tamil Arts which trains people in various subjects including folk arts, story telling, research and docu-film making.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"135","Navdeep",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Navdeep (born January 26, 1986 as Navdeep Pallapolu) is a regional Indian actor.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"136","Nedumudi Venu",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""K. Venu Gopal (born 22 May 1948), known popularly by his stage name Nedumudi Venu (Malayalam: നെടുമുടി വേണു), is a veteran Malayalam film actor from Kerala, India. He has also written screenplays and has directed one film.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"137","Nithin Sathya",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Nitin Sathyaa (born January 9, 1980) is a Tamil film actor from Chennai. His first appearance was in the film Kalatpadai, and a notable role was also in Chennai 600028 (2007). Since then he has been cast as a villain in Satham Podathey (2007) and in supporting roles in films like Raman Thediya Seethai. He has played the lead role in Pandhayam (2007) and Muthirai (2008).""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"138","Nizhagal Ravi",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"139","Pa. Vijay",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"140","Pandiarajan",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Pandiarajan is an actor who had played leading roles in many humorous Tamil films and currently plays supporting and comedy roles.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"141","Parthiban",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"142","Pasupathy",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"""Pasupathy (Tamil: பசுபதி; born 18 May 1969) is an Indian film actor. He appeared in critically acclaimed roles in many noted films in Tamil cinema, essaying supporting, antagonistic, comedic as well as protagonistic roles. His performance in E (2006) earned him a Filmfare Award for Best Supporting Actor and a Tamil Nadu State Film Award for Best Supporting Actor. He also won an ITFA Best Supporting Actor Award for his role in Kuselan (2008). He has also appeared in Malayalam, Telugu, and Kannada films.""",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"143","Pawan",Na,Na,Na,"fb - , twitter - ",Na,Na,Na,Na,"",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
